HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome	Entrez Gene ID	RefSeq IDs
HGNC:46919	RNU6ATAC20P	RNA, U6atac small nuclear 20, pseudogene			18q11.2	106480541	
HGNC:46920	RNU6ATAC21P	RNA, U6atac small nuclear 21, pseudogene			6p24.3	106479552	
HGNC:46921	RNU6ATAC22P	RNA, U6atac small nuclear 22, pseudogene			22q13.2	106479553	
HGNC:46922	RNU6ATAC23P	RNA, U6atac small nuclear 23, pseudogene			Xq27.1	106481166	
HGNC:46923	RNU6ATAC24P	RNA, U6atac small nuclear 24, pseudogene			3q29	106479554	
HGNC:46924	RNU6ATAC25P	RNA, U6atac small nuclear 25, pseudogene			16q22.2	106480384	
HGNC:46925	RNU6ATAC26P	RNA, U6atac small nuclear 26, pseudogene			3p14.3	106480542	
HGNC:46926	RNU6ATAC27P	RNA, U6atac small nuclear 27, pseudogene			1p35.3	106481167	
HGNC:46927	RNU6ATAC28P	RNA, U6atac small nuclear 28, pseudogene			14q31.2	106479555	
HGNC:46928	RNU6ATAC29P	RNA, U6atac small nuclear 29, pseudogene			3p21.2	106481168	
HGNC:46929	RNU6ATAC30P	RNA, U6atac small nuclear 30, pseudogene			14q21.3	106481868	
HGNC:46930	RNU6ATAC31P	RNA, U6atac small nuclear 31, pseudogene			4q22.1	106481169	
HGNC:46931	RNU6ATAC32P	RNA, U6atac small nuclear 32, pseudogene			8q11.23	106479556	
HGNC:46932	RNU6ATAC33P	RNA, U6atac small nuclear 33, pseudogene			11p15.4	106481170	
HGNC:46933	RNU6ATAC34P	RNA, U6atac small nuclear 34, pseudogene			20p11.23	106479557	
HGNC:46934	RNU6ATAC35P	RNA, U6atac small nuclear 35, pseudogene			1q41	106481171	
HGNC:46935	RNU6ATAC36P	RNA, U6atac small nuclear 36, pseudogene			5q13.3	106480543	
HGNC:46936	RNU6ATAC37P	RNA, U6atac small nuclear 37, pseudogene			2p25.1	106479558	
HGNC:46937	RNU6ATAC38P	RNA, U6atac small nuclear 38, pseudogene			20q13.12	106479559	
HGNC:46938	RNU6ATAC39P	RNA, U6atac small nuclear 39, pseudogene			10p13	106481172	
HGNC:46939	RNU6ATAC40P	RNA, U6atac small nuclear 40, pseudogene			7q35	106479560	
HGNC:46940	RNU6ATAC41P	RNA, U6atac small nuclear 41, pseudogene			8q22.3	106481869	
HGNC:46941	RNU6ATAC42P	RNA, U6atac small nuclear 42, pseudogene			12q14.3	106481173	
HGNC:10230	RNU6V	RNA, U6 small nuclear variant sequence with SNRPE pseudogene sequence		87U6, LH87	1p13	6071	
HGNC:34033	RNU7-1	RNA, U7 small nuclear 1	RNU7	U7.1	12p13.31	100147744	NR_023317
HGNC:34098	RNU7-2P	RNA, U7 small nuclear 2 pseudogene		U7.2	2q22.3	100147745	NG_007583
HGNC:34099	RNU7-3P	RNA, U7 small nuclear 3 pseudogene		U7.3	6q25.1	100147746	NG_007584
HGNC:34100	RNU7-4P	RNA, U7 small nuclear 4 pseudogene	RNU7-132P	U7.4	12q15	100147747	NG_007585
HGNC:34101	RNU7-5P	RNA, U7 small nuclear 5 pseudogene		U7.5	15q21.1	100147748	NG_007586
HGNC:34102	RNU7-6P	RNA, U7 small nuclear 6 pseudogene		U7.6	20q13.2	100147749	NG_007587
HGNC:34103	RNU7-7P	RNA, U7 small nuclear 7 pseudogene		U7.7	Xp11.4	100147755	NG_007594
HGNC:34104	RNU7-8P	RNA, U7 small nuclear 8 pseudogene	RNU7-139P	U7.8	1p31.1	100147756	NG_007595
HGNC:34105	RNU7-9P	RNA, U7 small nuclear 9 pseudogene		U7.9	2q36.3	100147757	NG_007596
HGNC:34106	RNU7-10P	RNA, U7 small nuclear 10 pseudogene		U7.10	3p24.3	100147758	NG_007597
HGNC:34107	RNU7-11P	RNA, U7 small nuclear 11 pseudogene		U7.11	4p14	100147759	NG_007598
HGNC:34108	RNU7-12P	RNA, U7 small nuclear 12 pseudogene	RNU7-100P	U7.12	10p12.1	100147760	NG_007599
HGNC:34109	RNU7-13P	RNA, U7 small nuclear 13 pseudogene		U7.13	1q25.3	100147761	NG_007600
HGNC:34110	RNU7-14P	RNA, U7 small nuclear 14 pseudogene		U7.14	20q13.2	100147762	NG_007601
HGNC:34111	RNU7-15P	RNA, U7 small nuclear 15 pseudogene		U7.15	5q31.1	100147763	NG_007602
HGNC:34112	RNU7-16P	RNA, U7 small nuclear 16 pseudogene		U7.16	7q32.1	100147764	NG_007603
HGNC:34113	RNU7-17P	RNA, U7 small nuclear 17 pseudogene		U7.17	18q11.2	100147765	NG_007604
HGNC:34114	RNU7-18P	RNA, U7 small nuclear 18 pseudogene	RNU7-142P	U7.18	3q29	100147766	NG_007605
HGNC:34115	RNU7-19P	RNA, U7 small nuclear 19 pseudogene		U7.19	3p13	100147767	NG_007606
HGNC:34116	RNU7-20P	RNA, U7 small nuclear 20 pseudogene		U7.20	7q36.1	100147768	NG_007607
HGNC:34117	RNU7-21P	RNA, U7 small nuclear 21 pseudogene		U7.21	9q34.13	100147769	NG_007608
HGNC:34118	RNU7-22P	RNA, U7 small nuclear 22 pseudogene		U7.22	10p11.22	100147770	NG_007609
HGNC:34119	RNU7-23P	RNA, U7 small nuclear 23 pseudogene		U7.23	11q13.2	100147771	NG_007610
HGNC:34120	RNU7-24P	RNA, U7 small nuclear 24 pseudogene	RNU7P3	U7.24, HSU7.25	16p12.1	6074	NG_007611
HGNC:34121	RNU7-25P	RNA, U7 small nuclear 25 pseudogene		U7.25	18p11.31	100147812	NG_007619
HGNC:34122	RNU7-26P	RNA, U7 small nuclear 26 pseudogene		U7.26	6p22.1	100147813	NG_007620
HGNC:34123	RNU7-27P	RNA, U7 small nuclear 27 pseudogene		U7.27	7q32.1	100147814	NG_007621
HGNC:34124	RNU7-28P	RNA, U7 small nuclear 28 pseudogene		U7.28	11p15.4	100147815	NG_007622
HGNC:34125	RNU7-29P	RNA, U7 small nuclear 29 pseudogene		U7.29	1p35.3	100147816	NG_007623
HGNC:34126	RNU7-30P	RNA, U7 small nuclear 30 pseudogene		U7.30	14q32.11	100147817	NG_007624
HGNC:34127	RNU7-31P	RNA, U7 small nuclear 31 pseudogene		U7.31	17p13.2	100147818	NG_007625
HGNC:34128	RNU7-32P	RNA, U7 small nuclear 32 pseudogene		U7.32	3q26.2	100147819	NG_007626
HGNC:34129	RNU7-33P	RNA, U7 small nuclear 33 pseudogene		U7.33	4p16.3	100147820	NG_007627
HGNC:34130	RNU7-34P	RNA, U7 small nuclear 34 pseudogene		U7.34	5q23.1	100147821	NG_007628
HGNC:34131	RNU7-35P	RNA, U7 small nuclear 35 pseudogene		U7.35	7p14.1	100147822	NG_007629
HGNC:34132	RNU7-36P	RNA, U7 small nuclear 36 pseudogene	RNU7-112P	U7.36	9p13.3	100147823	NG_007630
HGNC:34133	RNU7-37P	RNA, U7 small nuclear 37 pseudogene		U7.37	Xp11.22	100147824	NG_007631
HGNC:34134	RNU7-38P	RNA, U7 small nuclear 38 pseudogene		U7.38	10q22.1	100147825	NG_007632
HGNC:34135	RNU7-39P	RNA, U7 small nuclear 39 pseudogene		U7.39	12q13.12	100147826	NG_007633
HGNC:34136	RNU7-40P	RNA, U7 small nuclear 40 pseudogene		U7.40	12q13.3	100147827	NG_007634
HGNC:34137	RNU7-41P	RNA, U7 small nuclear 41 pseudogene		U7.41	14q13.2	100147828	NG_007635
HGNC:34138	RNU7-42P	RNA, U7 small nuclear 42 pseudogene		U7.42	16q22.1	100147829	NG_007636
HGNC:34139	RNU7-43P	RNA, U7 small nuclear 43 pseudogene	RNU7-118P	U7.43	17p13.1	100147830	NG_007637
HGNC:34140	RNU7-44P	RNA, U7 small nuclear 44 pseudogene		U7.44	2q31.1	100147831	NG_007638
HGNC:34141	RNU7-45P	RNA, U7 small nuclear 45 pseudogene		U7.45	2q33.1	100147832	NG_007639
HGNC:34142	RNU7-46P	RNA, U7 small nuclear 46 pseudogene		U7.46	2q11.2	100147833	NG_007640
HGNC:34143	RNU7-47P	RNA, U7 small nuclear 47 pseudogene		U7.47	3q23	100147834	NG_007641
HGNC:34144	RNU7-48P	RNA, U7 small nuclear 48 pseudogene		U7.48	6q13	100147835	NG_007642
HGNC:34145	RNU7-49P	RNA, U7 small nuclear 49 pseudogene		U7.49	11p15.2	100147836	NG_007643
HGNC:34146	RNU7-50P	RNA, U7 small nuclear 50 pseudogene		U7.50	11p15.4	100147837	NG_007644
HGNC:34147	RNU7-51P	RNA, U7 small nuclear 51 pseudogene		U7.51	14q31.1	100151647	NG_007669
HGNC:34148	RNU7-52P	RNA, U7 small nuclear 52 pseudogene		U7.52	17q23.2	100151648	NG_007670
HGNC:34149	RNU7-53P	RNA, U7 small nuclear 53 pseudogene		U7.53	5q23.3	100151649	NG_007671
HGNC:34150	RNU7-54P	RNA, U7 small nuclear 54 pseudogene		U7.54	7q32.1	100151650	NG_007672
HGNC:10239	RNU7-55P	RNA, U7 small nuclear 55 pseudogene	RNU7P4	HSU7.36, U7.55	8p23.1	6075	NG_001191
HGNC:34152	RNU7-56P	RNA, U7 small nuclear 56 pseudogene		U7.56	Xp22.2	100151651	NG_007673
HGNC:34153	RNU7-57P	RNA, U7 small nuclear 57 pseudogene		U7.57	1q21.3	100151652	NG_007674
HGNC:34154	RNU7-58P	RNA, U7 small nuclear 58 pseudogene		U7.58	11q12.1	100151653	NG_007675
HGNC:34155	RNU7-59P	RNA, U7 small nuclear 59 pseudogene		U7.59	11q14.1	100151654	NG_007676
HGNC:34156	RNU7-60P	RNA, U7 small nuclear 60 pseudogene		U7.60	12p13.2	100151655	NG_007677
HGNC:34157	RNU7-61P	RNA, U7 small nuclear 61 pseudogene		U7.61	16p11.2	100151656	NG_007678
HGNC:34158	RNU7-62P	RNA, U7 small nuclear 62 pseudogene		U7.62	1p31.3	100151657	NG_007679
HGNC:34159	RNU7-63P	RNA, U7 small nuclear 63 pseudogene		U7.63	16p13.2	100151658	NG_007680
HGNC:34160	RNU7-64P	RNA, U7 small nuclear 64 pseudogene		U7.64	2p11.2	100151662	NG_007681
HGNC:34161	RNU7-65P	RNA, U7 small nuclear 65 pseudogene		U7.65	6p12.3	100151663	NG_007682
HGNC:34162	RNU7-66P	RNA, U7 small nuclear 66 pseudogene		U7.66	6q12	100151664	NG_007683
HGNC:34163	RNU7-67P	RNA, U7 small nuclear 67 pseudogene		U7.67	8q22.3	100151665	NG_007684
HGNC:10236	RNU7-68P	RNA, U7 small nuclear 68 pseudogene	RNU7P1	HSU7.732A, U7.68	Xq24	6072	NG_001188
HGNC:34165	RNU7-69P	RNA, U7 small nuclear 69 pseudogene		U7.69	Xq25	100151666	NG_007685
HGNC:34166	RNU7-70P	RNA, U7 small nuclear 70 pseudogene		U7.70	1p13.2	100151667	NG_007686
HGNC:34167	RNU7-71P	RNA, U7 small nuclear 71 pseudogene		U7.71	16q22.2	100151668	NG_007687
HGNC:34168	RNU7-72P	RNA, U7 small nuclear 72 pseudogene		U7.72	20q13.13	100151669	NG_007688
HGNC:34169	RNU7-73P	RNA, U7 small nuclear 73 pseudogene		U7.73	3p22.2	100151670	NG_007689
HGNC:34170	RNU7-74P	RNA, U7 small nuclear 74 pseudogene		U7.74	4p14	100151671	NG_007690
HGNC:34171	RNU7-75P	RNA, U7 small nuclear 75 pseudogene		U7.75	5p13.2	100151672	NG_007691
HGNC:34172	RNU7-76P	RNA, U7 small nuclear 76 pseudogene		U7.76	7p12.3	100151673	NG_007692
HGNC:34173	RNU7-77P	RNA, U7 small nuclear 77 pseudogene		U7.77	10p11.21	100151674	NG_007693
HGNC:34174	RNU7-78P	RNA, U7 small nuclear 78 pseudogene		U7.78	1q25.1	100151675	NG_007694
HGNC:34175	RNU7-79P	RNA, U7 small nuclear 79 pseudogene		U7.79	15q25.3	100151676	NG_007695
HGNC:34176	RNU7-80P	RNA, U7 small nuclear 80 pseudogene		U7.80	1p31.3	100151677	NG_007696
HGNC:34177	RNU7-81P	RNA, U7 small nuclear 81 pseudogene		U7.81	2p16.1	100151678	NG_007697
HGNC:34178	RNU7-82P	RNA, U7 small nuclear 82 pseudogene	RNU7-163P	U7.82	3q26.1	100151679	NG_007698
HGNC:34179	RNU7-83P	RNA, U7 small nuclear 83 pseudogene		U7.83	7q31.1	100151680	NG_007699
HGNC:34180	RNU7-84P	RNA, U7 small nuclear 84 pseudogene		U7.84	8q23.1	100151681	NG_007700
HGNC:34181	RNU7-85P	RNA, U7 small nuclear 85 pseudogene		U7.85	8q21.13	100151682	NG_007701
HGNC:10237	RNU7-86P	RNA, U7 small nuclear 86 pseudogene	RNU7P2	HSU7.7/32B	Xq24	6073	NG_001189
HGNC:42616	RNU7-87P	RNA, U7 small nuclear 87 pseudogene			13q21.32	100873842	
HGNC:42617	RNU7-88P	RNA, U7 small nuclear 88 pseudogene			13q21.2	100873843	
HGNC:42618	RNU7-89P	RNA, U7 small nuclear 89 pseudogene			13q22.1	100873844	
HGNC:45624	RNU7-90P	RNA, U7 small nuclear 90 pseudogene			16q22.2	106479060	
HGNC:45625	RNU7-91P~withdrawn	entry withdrawn					
HGNC:45626	RNU7-92P	RNA, U7 small nuclear 92 pseudogene			20q13.13	106479061	
HGNC:45627	RNU7-93P	RNA, U7 small nuclear 93 pseudogene			14q13.3	106480813	
HGNC:45628	RNU7-94P	RNA, U7 small nuclear 94 pseudogene			12q23.3	106481799	
HGNC:45629	RNU7-95P	RNA, U7 small nuclear 95 pseudogene			1p32.3	106479062	
HGNC:45630	RNU7-96P	RNA, U7 small nuclear 96 pseudogene			2q11.2	106480361	
HGNC:45631	RNU7-97P	RNA, U7 small nuclear 97 pseudogene			17q21.2	106479063	
HGNC:45632	RNU7-98P~withdrawn	entry withdrawn					
HGNC:45633	RNU7-99P	RNA, U7 small nuclear 99 pseudogene			16p13.3	106480814	
HGNC:45634	RNU7-100P~withdrawn	symbol withdrawn, see RNU7-12P					
HGNC:45635	RNU7-101P~withdrawn	entry withdrawn					
HGNC:45636	RNU7-102P	RNA, U7 small nuclear 102 pseudogene			8q13.2	106479064	
HGNC:45637	RNU7-103P	RNA, U7 small nuclear 103 pseudogene			12p13.33	107063544	
HGNC:45638	RNU7-104P	RNA, U7 small nuclear 104 pseudogene			2q31.2	106480448	
HGNC:45639	RNU7-105P	RNA, U7 small nuclear 105 pseudogene			11q13.4	106479065	
HGNC:45640	RNU7-106P	RNA, U7 small nuclear 106 pseudogene			12q21.31	106479066	
HGNC:45641	RNU7-107P	RNA, U7 small nuclear 107 pseudogene			10q11.23	106479067	
HGNC:45642	RNU7-108P~withdrawn	entry withdrawn					
HGNC:45643	RNU7-109P~withdrawn	entry withdrawn					
HGNC:45644	RNU7-110P	RNA, U7 small nuclear 110 pseudogene			3p22.3	106480815	
HGNC:45645	RNU7-111P	RNA, U7 small nuclear 111 pseudogene			15q26.1	106481800	
HGNC:45646	RNU7-112P~withdrawn	symbol withdrawn, see RNU7-36P					
HGNC:45647	RNU7-113P	RNA, U7 small nuclear 113 pseudogene			2p24.1	106479068	
HGNC:45648	RNU7-114P~withdrawn	entry withdrawn					
HGNC:45649	RNU7-115P	RNA, U7 small nuclear 115 pseudogene			17q24.1	106479069	
HGNC:45650	RNU7-116P	RNA, U7 small nuclear 116 pseudogene			14q23.2	106480816	
HGNC:45651	RNU7-117P~withdrawn	entry withdrawn					
HGNC:45652	RNU7-118P~withdrawn	symbol withdrawn, see RNU7-43P					
HGNC:45653	RNU7-119P	RNA, U7 small nuclear 119 pseudogene			3p13	106479070	
HGNC:45654	RNU7-120P	RNA, U7 small nuclear 120 pseudogene			12q21.33	106480817	
HGNC:45655	RNU7-121P	RNA, U7 small nuclear 121 pseudogene			1p34.2	106480449	
HGNC:45656	RNU7-122P~withdrawn	entry withdrawn					
HGNC:45657	RNU7-123P	RNA, U7 small nuclear 123 pseudogene			1p31.3	106479071	
HGNC:45658	RNU7-124P	RNA, U7 small nuclear 124 pseudogene			9p13.2	106479072	
HGNC:45659	RNU7-125P	RNA, U7 small nuclear 125 pseudogene	RNU7-135P		16p13.12	106480818	
HGNC:45660	RNU7-126P	RNA, U7 small nuclear 126 pseudogene			4p15.2	106479073	
HGNC:45661	RNU7-127P	RNA, U7 small nuclear 127 pseudogene			2q37.2	106480362	
HGNC:45662	RNU7-128P	RNA, U7 small nuclear 128 pseudogene			3p21.31	106480819	
HGNC:45663	RNU7-129P	RNA, U7 small nuclear 129 pseudogene			18p11.21	106480450	
HGNC:45664	RNU7-130P	RNA, U7 small nuclear 130 pseudogene			5p13.2	106479074	
HGNC:45665	RNU7-131P~withdrawn	entry withdrawn					
HGNC:45666	RNU7-132P~withdrawn	symbol withdrawn, see RNU7-4P					
HGNC:45667	RNU7-133P	RNA, U7 small nuclear 133 pseudogene			6p23	106479075	
HGNC:45668	RNU7-134P	RNA, U7 small nuclear 134 pseudogene			17q22	106480820	
HGNC:45669	RNU7-135P~withdrawn	symbol withdrawn, see RNU7-125P					
HGNC:45670	RNU7-136P	RNA, U7 small nuclear 136 pseudogene			3q25.33	106479076	
HGNC:45671	RNU7-137P	RNA, U7 small nuclear 137 pseudogene			20p11.23	106480821	
HGNC:45672	RNU7-138P	RNA, U7 small nuclear 138 pseudogene			2p25.1	106481801	
HGNC:45673	RNU7-139P~withdrawn	symbol withdrawn, see RNU7-8P					
HGNC:45674	RNU7-140P	RNA, U7 small nuclear 140 pseudogene			19p13.2	106479077	
HGNC:45675	RNU7-141P	RNA, U7 small nuclear 141 pseudogene			20q13.33	106480822	
HGNC:45676	RNU7-142P~withdrawn	symbol withdrawn, see RNU7-18P					
HGNC:45677	RNU7-143P	RNA, U7 small nuclear 143 pseudogene			7p15.3	106479078	
HGNC:45678	RNU7-144P	RNA, U7 small nuclear 144 pseudogene			20q13.13	106479079	
HGNC:45679	RNU7-145P~withdrawn	entry withdrawn					
HGNC:45680	RNU7-146P~withdrawn	entry withdrawn					
HGNC:45681	RNU7-147P	RNA, U7 small nuclear 147 pseudogene			2q33.1	106480451	
HGNC:45682	RNU7-148P	RNA, U7 small nuclear 148 pseudogene			2q24.3	106480823	
HGNC:45683	RNU7-149P	RNA, U7 small nuclear 149 pseudogene			4q23	106479080	
HGNC:45684	RNU7-150P~withdrawn	entry withdrawn					
HGNC:45685	RNU7-151P	RNA, U7 small nuclear 151 pseudogene			4q24	106480824	
HGNC:45686	RNU7-152P	RNA, U7 small nuclear 152 pseudogene			6q25.3	106479081	
HGNC:45687	RNU7-153P	RNA, U7 small nuclear 153 pseudogene			8p22	106479082	
HGNC:45688	RNU7-154P	RNA, U7 small nuclear 154 pseudogene			7q31.32	106481802	
HGNC:45689	RNU7-155P	RNA, U7 small nuclear 155 pseudogene			17q24.3	106480825	
HGNC:45690	RNU7-156P	RNA, U7 small nuclear 156 pseudogene			5q31.3	106479083	
HGNC:45691	RNU7-157P	RNA, U7 small nuclear 157 pseudogene			7p11.2	106480826	
HGNC:45692	RNU7-158P~withdrawn	entry withdrawn					
HGNC:45693	RNU7-159P	RNA, U7 small nuclear 159 pseudogene			11q22.2	106481747	
HGNC:45694	RNU7-160P	RNA, U7 small nuclear 160 pseudogene			14q32.33	106479085	
HGNC:45695	RNU7-161P	RNA, U7 small nuclear 161 pseudogene			5p13.1	106480452	
HGNC:45696	RNU7-162P~withdrawn	entry withdrawn					
HGNC:45697	RNU7-163P~withdrawn	symbol withdrawn, see RNU7-82P					
HGNC:45698	RNU7-164P	RNA, U7 small nuclear 164 pseudogene			Xp11.4	106479086	
HGNC:45699	RNU7-165P	RNA, U7 small nuclear 165 pseudogene			10q25.3	106479087	
HGNC:45700	RNU7-166P~withdrawn	entry withdrawn					
HGNC:45701	RNU7-167P	RNA, U7 small nuclear 167 pseudogene			22q12.3	106479088	
HGNC:45702	RNU7-168P~withdrawn	entry withdrawn					
HGNC:45703	RNU7-169P	RNA, U7 small nuclear 169 pseudogene			12q24.11	106480827	
HGNC:45704	RNU7-170P	RNA, U7 small nuclear 170 pseudogene			12q24.31	106480453	
HGNC:45705	RNU7-171P	RNA, U7 small nuclear 171 pseudogene			9q34.11	106479089	
HGNC:45706	RNU7-172P	RNA, U7 small nuclear 172 pseudogene			2p16.2	106480828	
HGNC:45707	RNU7-173P	RNA, U7 small nuclear 173 pseudogene			20q13.13	106479090	
HGNC:45708	RNU7-174P	RNA, U7 small nuclear 174 pseudogene			8q12.1	106480829	
HGNC:45709	RNU7-175P	RNA, U7 small nuclear 175 pseudogene			5q13.3	106479091	
HGNC:45710	RNU7-176P	RNA, U7 small nuclear 176 pseudogene			2p25.1	106481803	
HGNC:45711	RNU7-177P~withdrawn	entry withdrawn					
HGNC:45712	RNU7-178P~withdrawn	entry withdrawn					
HGNC:45713	RNU7-179P	RNA, U7 small nuclear 179 pseudogene			1p36.21	106479092	
HGNC:45714	RNU7-180P	RNA, U7 small nuclear 180 pseudogene			5q32	106480830	
HGNC:45715	RNU7-181P	RNA, U7 small nuclear 181 pseudogene			8q24.21	106479093	
HGNC:45716	RNU7-182P	RNA, U7 small nuclear 182 pseudogene			2q14.3	106480831	
HGNC:45717	RNU7-183P	RNA, U7 small nuclear 183 pseudogene			1q25.3	106480454	
HGNC:45718	RNU7-184P~withdrawn	entry withdrawn					
HGNC:45719	RNU7-185P	RNA, U7 small nuclear 185 pseudogene			9p24.1	106479094	
HGNC:45720	RNU7-186P	RNA, U7 small nuclear 186 pseudogene			17q21.32	106480363	
HGNC:45721	RNU7-187P	RNA, U7 small nuclear 187 pseudogene			11q23.2	106479095	
HGNC:45722	RNU7-188P	RNA, U7 small nuclear 188 pseudogene			7q21.3	106480832	
HGNC:45723	RNU7-189P~withdrawn	entry withdrawn					
HGNC:45724	RNU7-190P	RNA, U7 small nuclear 190 pseudogene			2q14.1	106479096	
HGNC:45725	RNU7-191P~withdrawn	entry withdrawn					
HGNC:45726	RNU7-192P	RNA, U7 small nuclear 192 pseudogene			4q35.2	106480833	
HGNC:45727	RNU7-193P	RNA, U7 small nuclear 193 pseudogene			10q11.21	106481804	
HGNC:45728	RNU7-194P	RNA, U7 small nuclear 194 pseudogene			4q31.3	106480834	
HGNC:45729	RNU7-195P	RNA, U7 small nuclear 195 pseudogene			15q26.1	106479097	
HGNC:45730	RNU7-196P	RNA, U7 small nuclear 196 pseudogene			5q13.2	106479098	
HGNC:45731	RNU7-197P	RNA, U7 small nuclear 197 pseudogene			4q31.23	106480455	
HGNC:45732	RNU7-198P~withdrawn	entry withdrawn					
HGNC:45733	RNU7-199P~withdrawn	entry withdrawn					
HGNC:45734	RNU7-200P	RNA, U7 small nuclear 200 pseudogene			1p36.12	106480835	
HGNC:10238	RNU7P3~withdrawn	symbol withdrawn, see RNU7-24P					
HGNC:10108	RNU11	RNA, U11 small nuclear		U11, RNU11-1	1p35.3	26824	NR_004407
HGNC:46942	RNU11-2P	RNA, U11 small nuclear 2, pseudogene			17p12	106479561	
HGNC:46943	RNU11-3P	RNA, U11 small nuclear 3, pseudogene			10q24.33	106479562	
HGNC:46944	RNU11-4P	RNA, U11 small nuclear 4, pseudogene			8q24.21	106481174	
HGNC:46945	RNU11-5P	RNA, U11 small nuclear 5, pseudogene			14q12	106479563	
HGNC:46946	RNU11-6P	RNA, U11 small nuclear 6, pseudogene			8q21.13	106480544	
HGNC:19380	RNU12	RNA, U12 small nuclear	RNU12P	RNU12-1	22q13.2	267010	NR_029422
HGNC:10109	RNU12-2P	RNA, U12 small nuclear 2, pseudogene	RNU12, RNU12P	U12	Xp11.23	26823	NG_013273
HGNC:10117	RNU17C~withdrawn	symbol withdrawn, see SNHG3					
HGNC:16382	RNU40~withdrawn	symbol withdrawn, see SNORD46					
HGNC:17130	RNU86~withdrawn	entry withdrawn					
HGNC:10102	RNU105A~withdrawn	symbol withdrawn, see SNORA73B					
HGNC:10103	RNU105B	RNA, U105B small nucleolar		E1-2	20p12.3	26767	NR_004386
HGNC:10104	RNU105C	RNA, U105C small nucleolar		E1-5, E1-6, U105C	8q11.23	26766	NR_004385
HGNC:10133	RNVU1-1	RNA, variant U1 small nuclear 1	RNU1P10, RNU1-10P, RNVU1-10	vU1.1, U1P14, U1.4, vU1.10, RNU1-53	1q21.1	101954273	NR_104082
HGNC:48308	RNVU1-2	RNA, variant U1 small nuclear 2		vU1.2, RNU1-71	1q21.1		
HGNC:48311	RNVU1-3	RNA, variant U1 small nuclear 3	RNVU1-12	vU1.3, RNU1-113, vU1.12, RNU1-151	1q21.1	101954272	NR_104081
HGNC:48312	RNVU1-4	RNA, variant U1 small nuclear 4	RNVU1-5	vU1.4, RNU1-102, vU1.5, RNU1-50	1q21.1	101954264	NR_104073
HGNC:48313	RNVU1-5~withdrawn	symbol withdrawn, see RNVU1-4					
HGNC:48314	RNVU1-6	RNA, variant U1 small nuclear 6		vU1.6, RNU1-99	1q21.1	101954276	NR_104085
HGNC:37500	RNVU1-7	RNA, variant U1 small nuclear 7	RNU1-9, RNU1-9P, RNVU1-9, RNU1-6P, RNU1-26P	vU1.7, vU1.9	1q21.1	26864	NR_004426
HGNC:48315	RNVU1-8	RNA, variant U1 small nuclear 8		vU1.8, RNU1-145	1q21.1	101447996	NR_121645
HGNC:37499	RNVU1-9~withdrawn	symbol withdrawn, see RNVU1-7					
HGNC:48316	RNVU1-10~withdrawn	symbol withdrawn, see RNVU1-1					
HGNC:10134	RNVU1-11	RNA, variant U1 small nuclear 11	RNU1P2, RNU1-12P	vU1.11, U1P2A	1q21.2	6063	NG_001184
HGNC:48317	RNVU1-12~withdrawn	symbol withdrawn, see RNVU1-3					
HGNC:48318	RNVU1-13~withdrawn	symbol withdrawn, see RNVU1-19					
HGNC:48319	RNVU1-14	RNA, variant U1 small nuclear 14		vU1.14, RNU1-37	1q21.2	101954266	NR_104075
HGNC:48320	RNVU1-15	RNA, variant U1 small nuclear 15	RNVU1-16	vU1.15, RNU1-66, vU1.16, RNU1-121	1q21.2	101954267	NR_104076
HGNC:48321	RNVU1-16~withdrawn	symbol withdrawn, see RNVU1-15					
HGNC:48322	RNVU1-17	RNA, variant U1 small nuclear 17		vU1.17, RNU1-127	1q21.2	101954269	NR_104078
HGNC:37496	RNVU1-18	RNA, variant U1 small nuclear 18	RNU1P1, RNU1-5, RNU1-25, RNU1-25P	vU1.18, U1P101, U1P15, U1.15	1q21.2	26863	NR_004400
HGNC:48324	RNVU1-19	RNA, variant U1 small nuclear 19	RNVU1-13	vU1.19, RNU1-126, vU1.13, RNU1-147	1q21.2	101954277	NR_104086
HGNC:48325	RNVU1-20	RNA, variant U1 small nuclear 20		vU1.20, RNU1-110	1q21.2 not on reference assembly	101954268	NR_125392
HGNC:10242	RNY1	RNA, Ro-associated Y1		hY1	7q36	6084	NR_004391
HGNC:42478	RNY1P1	RNA, Ro-associated Y1 pseudogene 1			13q12.2	100873802	
HGNC:42479	RNY1P2	RNA, Ro-associated Y1 pseudogene 2			13q33.1	100862666	
HGNC:42480	RNY1P3	RNA, Ro-associated Y1 pseudogene 3			13q12.13	100873803	
HGNC:42481	RNY1P4	RNA, Ro-associated Y1 pseudogene 4			13q13.1	100873804	
HGNC:42482	RNY1P5	RNA, Ro-associated Y1 pseudogene 5			13q22.1	100862667	
HGNC:42483	RNY1P6	RNA, Ro-associated Y1 pseudogene 6			13q14.3	100873805	
HGNC:42484	RNY1P7	RNA, Ro-associated Y1 pseudogene 7			13q12.12	100873806	
HGNC:42485	RNY1P8	RNA, Ro-associated Y1 pseudogene 8			13q22.1	100873807	
HGNC:41481	RNY1P9	RNA, Ro-associated Y1 pseudogene 9	KLHL22-IT1, RNYP1		22q11.21	100874358	
HGNC:50873	RNY1P10	RNA, Ro-associated Y1 pseudogene 10			16p12.1	106480308	
